,movieId,mean,count,title
146,174,2.7,10,Jury Duty (1995)
147,175,3.975,20,Kids (1995)
148,176,4.3076923076923075,13,Living in Oblivion (1995)
149,177,2.75,8,Lord of Illusions (1995)
150,178,1.0,1,Love & Human Remains (1993)
151,179,1.5,2,Mad Love (1995)
152,180,3.4027777777777777,36,Mallrats (1995)
153,181,2.264705882352941,17,Mighty Morphin Power Rangers: The Movie (1995)
154,183,3.5,2,Mute Witness (1994)
155,184,3.5,2,Nadja (1994)
156,185,3.0401785714285716,112,"Net, The (1995)"
157,186,2.8229166666666665,48,Nine Months (1995)
158,187,4.125,4,Party Girl (1995)
159,188,3.4583333333333335,12,"Prophecy, The (1995)"
160,189,3.0,1,Reckless (1995)
161,190,2.8,5,Safe (1995)
162,191,2.4166666666666665,6,"Scarlet Letter, The (1995)"
163,193,2.4714285714285715,35,Showgirls (1995)
164,194,3.6666666666666665,18,Smoke (1995)
165,195,3.1,10,Something to Talk About (1995)
166,196,2.6666666666666665,45,Species (1995)
167,198,3.25,28,Strange Days (1995)
168,199,4.125,4,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"
169,201,3.0,1,Three Wishes (1995)
170,202,3.0,1,Total Eclipse (1995)
171,203,3.4318181818181817,22,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"
172,204,2.716666666666667,30,Under Siege 2: Dark Territory (1995)
173,205,3.1666666666666665,9,Unstrung Heroes (1995)
174,206,3.0,2,Unzipped (1995)
175,207,3.4285714285714284,21,"Walk in the Clouds, A (1995)"
176,208,2.9130434782608696,115,Waterworld (1995)
177,209,3.1666666666666665,3,White Man's Burden (1995)
178,210,3.0,4,Wild Bill (1995)
179,211,3.5,2,"Browning Version, The (1994)"
180,212,3.0,3,Bushwhacked (1995)
181,213,3.8333333333333335,6,Burnt by the Sun (Utomlyonnye solntsem) (1994)
182,214,4.0,2,Before the Rain (Pred dozhdot) (1994)
183,215,4.041666666666667,24,Before Sunrise (1995)
184,216,3.326530612244898,49,Billy Madison (1995)
185,217,2.3333333333333335,6,"Babysitter, The (1995)"
186,218,3.4285714285714284,14,Boys on the Side (1995)
187,219,3.0,1,"Cure, The (1995)"
188,220,3.0,1,Castle Freak (1995)
189,222,3.75,16,Circle of Friends (1995)
190,223,3.855769230769231,104,Clerks (1994)
191,224,3.6125,40,Don Juan DeMarco (1995)
192,225,3.5384615384615383,52,Disclosure (1994)
193,227,2.8636363636363638,22,Drop Zone (1994)
194,228,2.3333333333333335,3,Destiny Turns on the Radio (1995)
195,229,3.4285714285714284,7,Death and the Maiden (1994)
196,230,3.3958333333333335,24,Dolores Claiborne (1995)
197,231,3.0601503759398496,133,Dumb & Dumber (Dumb and Dumber) (1994)
198,232,3.892857142857143,14,Eat Drink Man Woman (Yin shi nan nu) (1994)
199,233,3.5,12,Exotica (1994)
200,234,2.588235294117647,17,Exit to Eden (1994)
201,235,3.6785714285714284,70,Ed Wood (1994)
202,236,3.477777777777778,45,French Kiss (1995)
203,237,3.340909090909091,22,Forget Paris (1995)
204,238,4.0,2,Far From Home: The Adventures of Yellow Dog (1995)
205,239,3.0,17,"Goofy Movie, A (1995)"
206,240,2.375,4,Hideaway (1995)
207,241,4.0,1,Fluke (1995)
208,242,3.6,5,Farinelli: il castrato (1994)
209,243,3.0,1,Gordy (1995)
210,246,4.293103448275862,29,Hoop Dreams (1994)
211,247,3.9285714285714284,21,Heavenly Creatures (1994)
212,248,3.176470588235294,17,Houseguest (1994)
213,249,3.7222222222222223,18,Immortal Beloved (1994)
214,250,2.5,6,Heavyweights (Heavy Weights) (1995)
215,251,3.0,3,"Hunted, The (1995)"
216,252,3.453488372093023,43,I.Q. (1994)
217,253,3.458715596330275,109,Interview with the Vampire: The Vampire Chronicles (1994)
218,254,3.0,1,Jefferson in Paris (1995)
219,255,2.0714285714285716,7,"Jerky Boys, The (1995)"
220,256,2.8285714285714287,35,Junior (1994)
221,257,3.5,14,Just Cause (1995)
222,258,2.6,10,"Kid in King Arthur's Court, A (1995)"
223,259,3.2,5,Kiss of Death (1995)
224,260,4.231075697211155,251,Star Wars: Episode IV - A New Hope (1977)
225,261,3.880952380952381,42,Little Women (1994)
226,262,3.9047619047619047,21,"Little Princess, A (1995)"
227,263,4.0,1,Ladybird Ladybird (1994)
228,265,3.9393939393939394,33,Like Water for Chocolate (Como agua para chocolate) (1992)
229,266,3.3970588235294117,68,Legends of the Fall (1994)
230,267,2.9411764705882355,17,Major Payne (1995)
231,269,3.0,2,My Crazy Life (Mi vida loca) (1993)
232,270,3.4,5,Love Affair (1994)
233,271,3.5,4,Losing Isaiah (1995)
234,272,3.7580645161290325,31,"Madness of King George, The (1994)"
235,273,2.9464285714285716,28,Mary Shelley's Frankenstein (Frankenstein) (1994)
236,274,2.9285714285714284,7,Man of the House (1995)
237,275,2.0,6,Mixed Nuts (1994)
238,276,3.25,22,Milk Money (1994)
239,277,3.223684210526316,38,Miracle on 34th Street (1994)
240,278,1.5,2,Miami Rhapsody (1995)
241,279,3.0,2,My Family (1995)
242,280,4.076923076923077,13,Murder in the First (1995)
243,281,3.7857142857142856,14,Nobody's Fool (1994)
244,282,3.3375,40,Nell (1994)
245,283,3.6666666666666665,3,New Jersey Drive (1995)
246,284,4.5,1,New York Cop (Nyû Yôku no koppu) (1993)
247,285,4.0,1,Beyond Bedlam (1993)
248,287,3.0,1,Nina Takes a Lover (1994)
249,288,3.233695652173913,92,Natural Born Killers (1994)
250,289,3.5625,8,Only You (1994)
251,290,4.035714285714286,14,Once Were Warriors (1994)
252,291,2.3333333333333335,3,Poison Ivy II (1996)
253,292,3.4257425742574257,101,Outbreak (1995)
254,293,4.018796992481203,133,Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
255,294,3.0,2,"Perez Family, The (1995)"
256,295,3.0,1,"Pyromaniac's Love Story, A (1995)"
257,296,4.197068403908795,307,Pulp Fiction (1994)
258,298,2.0,1,Pushing Hands (Tui shou) (1992)
259,299,4.0,4,Priest (1994)
260,300,3.5185185185185186,81,Quiz Show (1994)
261,301,4.0,1,Picture Bride (Bijo photo) (1994)
262,302,3.2,5,"Queen Margot (Reine Margot, La) (1994)"
263,303,2.953125,32,"Quick and the Dead, The (1995)"
264,304,3.6666666666666665,3,Roommates (1995)
265,305,2.8333333333333335,9,Ready to Wear (Pret-A-Porter) (1994)
266,306,4.21875,16,Three Colors: Red (Trois couleurs: Rouge) (1994)
267,307,3.8958333333333335,24,Three Colors: Blue (Trois couleurs: Bleu) (1993)
268,308,4.025,20,Three Colors: White (Trzy kolory: Bialy) (1994)
269,310,3.0,1,Rent-a-Kid (1995)
270,311,3.0,1,Relative Fear (1994)
271,312,1.4444444444444444,9,Stuart Saves His Family (1995)
272,313,3.3333333333333335,3,"Swan Princess, The (1994)"
273,314,3.75,16,"Secret of Roan Inish, The (1994)"
274,315,3.0789473684210527,38,"Specialist, The (1994)"
275,316,3.375,140,Stargate (1994)
276,317,3.2037037037037037,81,"Santa Clause, The (1994)"
277,318,4.429022082018927,317,"Shawshank Redemption, The (1994)"
278,319,3.6,20,Shallow Grave (1994)
279,320,3.0,1,Suture (1993)
280,321,4.0,2,Strawberry and Chocolate (Fresa y chocolate) (1993)
281,322,3.55,10,Swimming with Sharks (1995)
282,324,4.0,1,"Sum of Us, The (1994)"
283,325,2.5,7,National Lampoon's Senior Trip (1995)
284,326,4.0,3,To Live (Huozhe) (1994)
285,327,2.823529411764706,34,Tank Girl (1995)
286,328,3.15,10,Tales from the Crypt Presents: Demon Knight (1995)
287,329,3.3935185185185186,108,Star Trek: Generations (1994)
288,330,3.0,6,Tales from the Hood (1995)
289,331,3.0,2,Tom & Viv (1994)
290,332,2.8333333333333335,12,Village of the Damned (1995)
291,333,3.78,50,Tommy Boy (1995)
292,334,4.2,5,Vanya on 42nd Street (1994)
293,335,3.5,2,Underneath (1995)
294,336,3.0,1,"Walking Dead, The (1995)"
295,337,3.7662337662337664,77,What's Eating Gilbert Grape (1993)
296,338,2.8421052631578947,19,Virtuosity (1995)
297,339,3.4693877551020407,98,While You Were Sleeping (1995)
298,340,3.4,5,"War, The (1994)"
299,341,4.0,2,Double Happiness (1994)
300,342,3.272727272727273,33,Muriel's Wedding (1994)
301,343,2.9,5,"Baby-Sitters Club, The (1995)"
302,344,3.040372670807453,161,Ace Ventura: Pet Detective (1994)
303,345,3.5972222222222223,36,"Adventures of Priscilla, Queen of the Desert, The (1994)"
304,346,3.5,6,Backbeat (1993)
305,347,3.5,6,Bitter Moon (1992)
306,348,3.5833333333333335,30,Bullets Over Broadway (1994)
307,349,3.6045454545454545,110,Clear and Present Danger (1994)
308,350,3.3859649122807016,57,"Client, The (1994)"
309,351,3.176470588235294,17,"Corrina, Corrina (1994)"
310,352,2.5,2,Crooklyn (1994)
311,353,3.609375,64,"Crow, The (1994)"
312,354,3.3333333333333335,6,Cobb (1994)
313,355,2.357142857142857,42,"Flintstones, The (1994)"
314,356,4.164133738601824,329,Forrest Gump (1994)
315,357,3.5194174757281553,103,Four Weddings and a Funeral (1994)
316,358,2.6666666666666665,9,Higher Learning (1995)
317,359,3.0,1,I Like It Like That (1994)
318,360,2.6875,8,I Love Trouble (1994)
319,361,3.0588235294117645,17,It Could Happen to You (1994)
320,362,3.5294117647058822,34,"Jungle Book, The (1994)"
321,363,4.0,2,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)"
322,364,3.941860465116279,172,"Lion King, The (1994)"
323,365,3.25,4,Little Buddha (1993)
324,366,2.9166666666666665,12,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)"
325,367,3.1847133757961785,157,"Mask, The (1994)"
326,368,3.5,74,Maverick (1994)
327,369,4.0,2,Mrs. Parker and the Vicious Circle (1994)
328,370,3.060344827586207,58,Naked Gun 33 1/3: The Final Insult (1994)
329,371,3.3095238095238093,21,"Paper, The (1994)"
330,372,2.761904761904762,21,Reality Bites (1994)
331,373,3.6363636363636362,11,Red Rock West (1992)
332,374,2.2,25,Richie Rich (1994)
333,376,3.25,40,"River Wild, The (1994)"
334,377,3.5292397660818713,171,Speed (1994)
335,378,2.7857142857142856,7,Speechless (1994)
336,379,2.5,21,Timecop (1994)
337,380,3.497191011235955,178,True Lies (1994)
338,381,3.8181818181818183,11,When a Man Loves a Woman (1994)
339,382,3.15625,16,Wolf (1994)
340,383,3.0952380952380953,21,Wyatt Earp (1994)
341,384,3.25,2,Bad Company (1995)
342,385,4.0,1,"Man of No Importance, A (1994)"
343,386,3.0,1,S.F.W. (1994)
344,387,2.375,4,"Low Down Dirty Shame, A (1994)"
345,388,3.0,2,Boys Life (1995)
346,389,4.5,2,"Colonel Chabert, Le (1994)"
347,390,3.7,5,Faster Pussycat! Kill! Kill! (1965)
348,391,4.5,1,Jason's Lyric (1994)
349,393,2.5,10,Street Fighter (1994)
350,405,2.4166666666666665,12,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)
351,406,3.0,1,Federal Hill (1994)
352,407,3.4375,8,In the Mouth of Madness (1995)
353,408,3.0,2,8 Seconds (1994)
354,409,2.0,1,Above the Rim (1994)
355,410,3.1011904761904763,84,Addams Family Values (1993)
356,412,3.5,15,"Age of Innocence, The (1993)"
357,413,2.7884615384615383,26,Airheads (1994)
358,414,2.3333333333333335,6,"Air Up There, The (1994)"
359,415,2.53125,16,Another Stakeout (1993)
360,416,2.5,8,Bad Girls (1994)
361,417,3.6923076923076925,13,Barcelona (1994)
362,418,3.0,2,Being Human (1993)
363,419,2.675,20,"Beverly Hillbillies, The (1993)"
364,420,2.7203389830508473,59,Beverly Hills Cop III (1994)
365,421,3.2083333333333335,12,Black Beauty (1994)
366,422,3.2,5,Blink (1994)
367,423,2.85,10,Blown Away (1994)
368,424,1.8333333333333333,3,Blue Chips (1994)
369,425,3.75,2,Blue Sky (1994)
370,426,3.142857142857143,7,Body Snatchers (1993)
371,427,2.5416666666666665,12,Boxing Helena (1993)
372,428,3.7222222222222223,18,"Bronx Tale, A (1993)"
373,429,2.0,6,Cabin Boy (1994)
374,430,3.75,2,Calendar Girl (1993)
375,431,3.738095238095238,42,Carlito's Way (1993)
376,432,2.6454545454545455,55,City Slickers II: The Legend of Curly's Gold (1994)
377,433,2.75,8,Clean Slate (1994)
378,434,3.0346534653465347,101,Cliffhanger (1993)
379,435,2.4206349206349205,63,Coneheads (1993)
380,436,2.5714285714285716,7,Color of Night (1994)
381,437,2.1666666666666665,9,Cops and Robbersons (1994)
382,438,2.7142857142857144,7,"Cowboy Way, The (1994)"
383,440,3.5460526315789473,76,Dave (1993)
384,441,3.9285714285714284,42,Dazed and Confused (1993)
385,442,3.0925925925925926,81,Demolition Man (1993)
386,444,2.3333333333333335,6,Even Cowgirls Get the Blues (1993)
387,445,3.0,12,Fatal Instinct (1993)
388,446,3.8333333333333335,9,Farewell My Concubine (Ba wang bie ji) (1993)
389,448,3.625,8,Fearless (1993)
390,449,1.0,1,Fear of a Black Hat (1994)
391,450,3.0,7,With Honors (1994)
392,451,4.0,1,Flesh and Bone (1993)
393,452,3.0,3,Widows' Peak (1994)
394,453,2.8,5,For Love or Money (1993)
395,454,3.5346534653465347,101,"Firm, The (1993)"
396,455,2.391891891891892,37,Free Willy (1993)
397,456,3.75,4,Fresh (1994)
398,457,3.9921052631578946,190,"Fugitive, The (1993)"
399,458,2.8,5,Geronimo: An American Legend (1993)
400,459,2.25,6,"Getaway, The (1994)"
401,460,2.6666666666666665,3,Getting Even with Dad (1994)
402,461,2.75,4,Go Fish (1994)
403,464,2.9,10,Hard Target (1993)
404,466,2.8666666666666667,60,Hot Shots! Part Deux (1993)
405,467,5.0,1,Live Nude Girls (1995)
406,468,3.2045454545454546,22,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)"
407,469,3.4,5,"House of the Spirits, The (1993)"
408,470,1.0,1,House Party 3 (1994)
409,471,3.55,40,"Hudsucker Proxy, The (1994)"
410,472,2.5833333333333335,6,I'll Do Anything (1994)
411,473,1.8571428571428572,7,In the Army Now (1994)
412,474,3.692857142857143,70,In the Line of Fire (1993)
413,475,4.3,25,In the Name of the Father (1993)
414,476,1.0,1,"Inkwell, The (1994)"
415,477,3.3823529411764706,17,What's Love Got to Do with It? (1993)
416,478,2.5,1,Jimmy Hollywood (1994)
417,479,2.25,4,Judgment Night (1993)
418,480,3.75,238,Jurassic Park (1993)
419,481,3.1578947368421053,19,Kalifornia (1993)
420,482,3.625,8,Killing Zoe (1994)
421,484,3.0,2,Lassie (1994)
422,485,2.9339622641509435,53,Last Action Hero (1993)
423,486,3.0,3,Life with Mikey (1993)
424,487,2.5,4,Lightning Jack (1994)
425,488,3.0,1,M. Butterfly (1993)
426,489,2.8636363636363638,11,Made in America (1993)
427,490,3.0,12,Malice (1993)
428,491,3.2941176470588234,17,"Man Without a Face, The (1993)"
429,492,3.75,14,Manhattan Murder Mystery (1993)
430,493,3.6666666666666665,12,Menace II Society (1993)
431,494,3.3780487804878048,41,Executive Decision (1996)
432,495,5.0,1,In the Realm of the Senses (Ai no corrida) (1976)
433,496,5.0,1,What Happened Was... (1994)
434,497,3.813953488372093,43,Much Ado About Nothing (1993)
435,499,2.5,2,Mr. Wonderful (1993)
436,500,3.388888888888889,144,Mrs. Doubtfire (1993)
437,501,3.6666666666666665,6,Naked (1993)
438,502,2.3666666666666667,15,"Next Karate Kid, The (1994)"
439,504,3.0,2,No Escape (1994)
440,505,2.2142857142857144,7,North (1994)
441,506,4.5,2,Orlando (1992)
442,507,3.3846153846153846,13,"Perfect World, A (1993)"
443,508,3.6136363636363638,66,Philadelphia (1993)
444,509,3.540983606557377,61,"Piano, The (1993)"
445,510,3.0,1,Poetic Justice (1993)
446,511,3.0,2,"Program, The (1993)"
447,512,3.0,4,"Puppet Masters, The (1994)"
448,513,3.375,4,Radioland Murders (1994)
449,514,3.4166666666666665,18,"Ref, The (1994)"
450,515,3.6041666666666665,24,"Remains of the Day, The (1993)"
451,516,3.0555555555555554,18,Renaissance Man (1994)
452,517,3.2777777777777777,9,Rising Sun (1993)
453,518,2.375,4,"Road to Wellville, The (1994)"
454,519,2.4047619047619047,21,RoboCop 3 (1993)
455,520,3.130434782608696,69,Robin Hood: Men in Tights (1993)
456,521,3.1666666666666665,3,Romeo Is Bleeding (1993)
457,522,3.2857142857142856,7,Romper Stomper (1992)
458,523,3.5,4,Ruby in Paradise (1993)
459,524,3.485294117647059,34,Rudy (1993)
460,526,4.0,1,"Savage Nights (Nuits fauves, Les) (1992)"
461,527,4.225,220,Schindler's List (1993)
462,528,2.3333333333333335,3,"Scout, The (1994)"
463,529,3.875,40,Searching for Bobby Fischer (1993)
464,531,3.25,24,"Secret Garden, The (1993)"
465,532,3.0,16,Serial Mom (1994)
466,533,2.888888888888889,18,"Shadow, The (1994)"
467,534,3.607142857142857,14,Shadowlands (1993)
468,535,3.2666666666666666,15,Short Cuts (1993)
469,536,3.3333333333333335,3,"Simple Twist of Fate, A (1994)"
470,537,3.1666666666666665,12,Sirens (1994)
471,538,3.5833333333333335,12,Six Degrees of Separation (1993)
472,539,3.4716981132075473,106,Sleepless in Seattle (1993)
473,540,2.6666666666666665,18,Sliver (1993)
474,541,4.100806451612903,124,Blade Runner (1982)
475,542,2.7857142857142856,14,Son in Law (1993)
476,543,3.317073170731707,41,So I Married an Axe Murderer (1993)
477,544,2.4375,8,Striking Distance (1993)
478,546,2.0,21,Super Mario Bros. (1993)
479,547,3.25,2,Surviving the Game (1994)
480,548,2.75,6,Terminal Velocity (1994)
481,549,4.5,2,Thirty-Two Short Films About Glenn Gould (1993)
482,550,3.4,5,Threesome (1994)
483,551,3.553763440860215,93,"Nightmare Before Christmas, The (1993)"
484,552,3.262295081967213,61,"Three Musketeers, The (1993)"
485,553,3.8153846153846156,65,Tombstone (1993)
486,555,3.8,65,True Romance (1993)
487,556,3.3333333333333335,6,"War Room, The (1993)"
488,558,2.9375,8,"Pagemaster, The (1994)"
489,562,3.5434782608695654,23,Welcome to the Dollhouse (1995)
490,563,4.0,1,Germinal (1993)
491,564,1.5,2,Chasers (1994)
492,567,2.0,3,Kika (1993)
493,568,3.5,2,Bhaji on the Beach (1993)
494,569,2.6666666666666665,6,Little Big League (1994)
495,573,3.5,1,"Ciao, Professore! (Io speriamo che me la cavo) (1992)"
496,574,3.25,4,Spanking the Monkey (1994)
497,575,2.65625,16,"Little Rascals, The (1994)"
498,577,2.125,4,Andre (1994)
499,579,3.0,1,"Escort, The (Scorta, La) (1993)"
500,580,2.8,5,Princess Caraboo (1994)
501,581,4.0,4,"Celluloid Closet, The (1995)"
502,583,4.0,1,Dear Diary (Caro Diario) (1994)
503,585,2.736111111111111,36,"Brady Bunch Movie, The (1995)"
504,586,2.9956896551724137,116,Home Alone (1990)
505,587,3.4347826086956523,115,Ghost (1990)
506,588,3.7923497267759565,183,Aladdin (1992)
507,589,3.970982142857143,224,Terminator 2: Judgment Day (1991)
508,590,3.8353658536585367,164,Dances with Wolves (1990)
509,592,3.4285714285714284,189,Batman (1989)
510,593,4.161290322580645,279,"Silence of the Lambs, The (1991)"
511,594,3.616883116883117,77,Snow White and the Seven Dwarfs (1937)
512,595,3.7705479452054793,146,Beauty and the Beast (1991)
513,596,3.45,60,Pinocchio (1940)
514,597,3.4851851851851854,135,Pretty Woman (1990)
515,599,3.8181818181818183,11,"Wild Bunch, The (1969)"
516,600,4.0,1,Love and a .45 (1994)
517,602,4.0,1,"Great Day in Harlem, A (1994)"
518,605,3.0,10,One Fine Day (1996)
519,606,3.0,4,Candyman: Farewell to the Flesh (1995)
520,608,4.116022099447513,181,Fargo (1996)
521,609,3.5714285714285716,14,Homeward Bound II: Lost in San Francisco (1996)
522,610,3.5454545454545454,33,Heavy Metal (1981)
523,611,2.4166666666666665,6,Hellraiser: Bloodline (1996)
524,612,2.5,6,"Pallbearer, The (1996)"
525,613,3.1875,8,Jane Eyre (1996)
526,615,3.0,1,Bread and Chocolate (Pane e cioccolata) (1973)
